3天前開盤價,3天前最高價,3天前最低價,3天前收盤價,3天前漲跌價差,3天前投信,3天前自營商,3天前外資,2天前開盤價,2天前最高價,2天前最低價,2天前收盤價,2天前漲跌價差,2天前投信,2天前自營商,2天前外資,1天前開盤價,1天前最高價,1天前最低價,1天前收盤價,1天前漲跌價差,1天前投信,1天前自營商,1天前外資
13.75,13.9,13.75,13.9,0.15,0,-161,-1991,13.9,14.0,13.85,13.95,0.05,-15,72,2921,13.95,14.0,13.85,13.9,-0.05,-84,-317,3496
