3天前開盤價,3天前最高價,3天前最低價,3天前收盤價,3天前漲跌價差,3天前投信,3天前自營商,3天前外資,2天前開盤價,2天前最高價,2天前最低價,2天前收盤價,2天前漲跌價差,2天前投信,2天前自營商,2天前外資,1天前開盤價,1天前最高價,1天前最低價,1天前收盤價,1天前漲跌價差,1天前投信,1天前自營商,1天前外資
234.5,235.0,233.0,234.0,-3.0,-191,-87,-17373,235.0,236.0,234.5,234.5,0.5,-324,1472,-24626,226.5,230.5,226.0,226.0,-8.5,-307,352,-9820
