3天前開盤價,3天前最高價,3天前最低價,3天前收盤價,3天前漲跌價差,3天前投信,3天前自營商,3天前外資,2天前開盤價,2天前最高價,2天前最低價,2天前收盤價,2天前漲跌價差,2天前投信,2天前自營商,2天前外資,1天前開盤價,1天前最高價,1天前最低價,1天前收盤價,1天前漲跌價差,1天前投信,1天前自營商,1天前外資
103.0,103.5,102.0,102.5,-0.5,-415,-1292,-15903,103.0,103.5,102.5,103.0,0.5,-573,-455,-14452,102.0,102.5,100.0,100.0,-3.0,-1413,-198,-7089
