成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,投信,自營商,外資
"3,471,374,151",97.7,97.9,97.1,97.9,+0.90,"16,594",93,513,19886
"3,904,120,029",98.7,98.7,98.0,98.2,+0.30,"16,082",6,-963,18282
"2,632,612,454",98.3,98.5,97.9,98.3,+0.10,"8,899",19,-452,8819
"4,647,125,530",98.5,99.5,98.0,98.8,+0.50,"18,956",239,3691,2404
"14,600,738,067",99.8,100.5,99.8,100.0,+1.20,"25,883",402,584,11417
"4,389,370,200",100.0,101.5,100.0,100.5,+0.50,"20,474",797,-29,8666
"2,793,177,700",100.5,101.0,100.0,100.5, 0.00,"15,032",2307,-147,-239
"2,231,793,100",100.0,101.0,100.0,100.0,-0.50,"11,274",-26,-398,-2734
"2,337,152,395",101.0,101.5,100.0,101.0,+1.00,"10,786",0,-601,2826
"11,089,336,210",102.0,105.5,101.5,104.0,+3.00,"41,750",1306,-3457,10946
"4,687,034,453",105.5,105.5,103.0,104.0, 0.00,"22,963",92,163,10062
"4,119,466,505",104.0,104.0,103.0,104.0, 0.00,"17,492",69,1076,2839
"6,092,376,734",104.0,105.0,102.0,102.5,-1.50,"24,904",227,1792,-2657
"3,496,582,918",103.0,104.5,102.5,104.0,+1.50,"14,604",597,677,8338
"3,919,509,841",104.0,104.0,102.5,103.5,-0.50,"12,832",2214,336,-171
"2,874,514,328",103.0,103.5,102.0,103.0,-0.50,"9,676",117,-379,937
"4,928,110,188",101.0,102.0,100.5,102.0,-1.00,"19,545",-105,-848,-8701
"1,911,102,802",102.0,102.5,101.5,101.5,-0.50,"10,761",-75,-631,-1844
"2,002,281,156",102.5,102.5,102.0,102.5,+1.00,"8,731",282,298,1101
"4,966,307,006",103.0,104.5,102.5,104.0,+1.50,"16,499",106,1816,10369
"2,332,369,492",103.5,104.5,103.5,104.0, 0.00,"10,159",-63,-263,1389
"3,092,548,112",104.5,105.0,104.0,105.0,+1.00,"13,189",-16,-203,7525
"3,368,874,308",104.0,104.5,104.0,104.5,-0.50,"11,999",714,-288,-2501
"4,057,296,679",103.5,104.0,103.0,103.0,-1.50,"12,724",-35,-681,-12754
"2,851,027,096",103.5,104.5,103.0,104.5,+1.50,"10,192",-239,136,8425
"4,008,520,946",105.0,105.5,104.5,105.5,+1.00,"12,695",-69,-151,14544
"1,046,425,775",105.0,105.5,104.5,105.0,-0.50,"4,168",-869,93,45
"3,096,213,375",105.0,106.0,105.0,105.5,+0.50,"13,838",-12,1165,6311
"2,240,531,210",105.5,105.5,105.0,105.0,-0.50,"9,742",-498,-441,-3637
"2,864,892,921",105.0,105.5,104.5,105.0, 0.00,"8,026",27,-424,-1929
"1,592,538,830",105.0,105.5,104.5,105.0, 0.00,"6,308",-14,-673,-1137
"3,673,085,798",105.0,106.0,105.0,105.0, 0.00,"10,457",623,-790,-8948
"5,132,226,114",103.0,103.5,102.0,102.0,-3.00,"17,777",-69,198,-13963
"4,351,938,236",101.0,102.5,101.0,102.0, 0.00,"14,064",-214,973,-9804
"4,197,916,645",102.5,103.0,101.0,102.0, 0.00,"13,619",-169,-2813,8573
"2,347,374,240",102.5,103.0,102.0,102.5,+0.50,"8,400",-1231,-373,4608
"5,792,108,383",102.5,105.0,102.5,105.0,+2.50,"17,609",-85,2681,5108
"9,967,807,084",106.0,110.0,106.0,109.5,+4.50,"36,992",965,4414,17243
"10,298,716,744",111.5,115.0,111.5,114.5,+5.00,"41,169",2388,-28,5479
"7,905,844,728",113.5,114.0,112.0,113.0,-1.50,"30,173",1772,1921,-12694
"6,729,021,016",113.0,114.5,112.0,112.5,-0.50,"25,041",144,1988,-6496
"4,287,781,031",113.0,114.0,112.5,112.5, 0.00,"16,176",750,-877,655
"16,469,160,410",113.5,121.0,113.0,120.0,+7.50,"52,063",1255,3726,5317
"10,148,867,675",119.0,122.5,119.0,121.5,+1.50,"34,481",-270,3011,-8605
"11,890,167,090",120.0,121.0,118.0,118.0,-3.50,"30,874",-247,-1567,-23933
"5,781,129,194",119.5,120.0,118.5,119.0,+1.00,"17,552",-206,747,-3945
"7,995,817,370",117.5,118.0,116.0,117.0,-2.00,"25,808",267,1945,-14813
"5,650,701,918",116.0,118.0,116.0,116.5,-0.50,"18,586",-251,3798,-4059
"7,491,628,803",116.5,117.0,113.0,113.0,-3.50,"29,114",-340,557,-3867
"6,682,942,496",113.5,116.0,113.0,116.0,+3.00,"22,150",219,4827,-5249
"3,661,029,378",115.5,115.5,114.0,115.5,-0.50,"12,757",-115,1217,-2637
"3,742,883,551",114.5,115.0,114.0,114.5,-1.00,"15,334",-904,1163,-9366
"5,205,726,175",115.0,116.0,114.5,115.5,+1.00,"17,623",16,4237,763
"8,852,444,782",117.0,118.5,116.5,118.5,+3.00,"27,361",670,8486,8483
"10,838,373,029",118.5,119.5,118.0,118.5, 0.00,"35,575",665,12139,2777
"9,607,891,618",115.5,116.0,115.0,115.5,X0.00,"35,631",204,-19174,15
"4,140,224,113",116.0,116.0,115.0,115.5, 0.00,"17,216",61,-4758,-420
"4,107,831,276",116.0,116.0,115.0,115.5, 0.00,"13,837",-489,-4183,-1007
"4,017,352,015",115.5,117.0,115.0,117.0,+1.50,"13,697",-328,-1602,7312
"3,540,992,147",117.5,118.0,117.0,117.0, 0.00,"13,439",-200,-2208,5013
"4,068,390,610",118.0,118.5,116.5,116.5,-0.50,"12,529",-237,-39,-5066
"3,783,138,010",116.5,116.5,114.5,115.0,-1.50,"13,248",-466,-499,-8571
"3,323,847,312",114.5,116.0,114.0,116.0,+1.00,"10,721",-400,628,6448
"4,590,748,175",116.5,117.5,116.0,117.0,+1.00,"14,949",-83,370,4973
"3,266,271,061",117.5,117.5,115.5,115.5,-1.50,"12,230",-313,-1825,-1974
"5,642,194,335",117.0,118.5,117.0,117.5,+2.00,"20,988",-78,1715,2845
"3,358,657,243",117.5,118.0,116.5,117.5, 0.00,"13,981",-98,-1447,-2959
"3,122,696,666",116.5,117.5,116.5,117.5, 0.00,"8,781",252,324,348
"2,845,683,426",116.5,117.5,116.5,116.5,-1.00,"10,429",122,1133,-7533
"4,980,239,596",118.5,119.5,117.5,118.5,+2.00,"17,757",370,826,2529
"3,890,975,139",117.5,119.0,117.5,119.0,+0.50,"14,093",-134,-1272,3645
"2,733,317,429",119.0,119.5,118.5,119.5,+0.50,"11,439",-155,49,1932
"6,709,580,820",119.5,122.0,119.5,121.5,+2.00,"22,528",-506,2615,-1484
"4,341,762,363",122.0,122.5,119.5,121.0,-0.50,"15,770",360,-2866,-871
"5,632,833,404",119.5,120.5,117.5,118.0,-3.00,"19,074",25,969,-17905
"5,605,365,932",118.0,118.0,115.0,116.0,-2.00,"22,127",-317,137,-7320
"5,342,938,302",114.5,117.0,114.5,116.5,+0.50,"15,429",-391,1017,-9895
"5,243,397,196",116.5,116.5,114.0,114.0,-2.50,"20,422",-125,-117,-9005
"2,759,774,879",115.5,116.0,114.5,115.5,+1.50,"11,050",170,-2871,3422
"3,318,357,796",115.0,116.0,114.5,115.0,-0.50,"9,897",1211,76,-14412
"2,128,564,290",115.0,116.0,115.0,116.0,+1.00,"7,752",42,1099,-955
"3,226,726,700",114.5,116.0,114.0,115.5,-0.50,"9,286",-219,-140,-5365
"2,171,904,540",114.5,115.0,114.0,115.0,-0.50,"9,217",-143,77,-8129
"2,178,498,498",115.5,116.0,115.0,115.0, 0.00,"9,199",290,1146,-4735
"3,551,398,011",115.5,116.5,115.0,115.0, 0.00,"12,740",-186,-99,-8045
"3,216,151,208",115.0,116.0,115.0,116.0,+1.00,"10,098",-652,1397,-6822
"2,417,589,452",116.0,116.5,115.5,116.0, 0.00,"8,922",-99,1532,-1376
"2,302,005,818",116.5,116.5,115.0,115.5,-0.50,"8,899",-17,938,-4266
"1,969,472,215",115.0,115.5,115.0,115.5, 0.00,"8,010",-508,99,-4813
"4,011,509,298",116.0,117.5,116.0,117.5,+2.00,"14,398",80,-127,2969
"4,039,750,816",118.5,119.0,117.0,117.5, 0.00,"11,621",177,866,-2121
"2,063,796,740",117.0,118.0,117.0,117.5, 0.00,"8,092",-199,54,-812
"2,232,915,631",116.5,117.5,116.0,116.5,-1.00,"7,573",-50,219,-2963
"3,314,380,760",116.5,117.0,115.5,116.5, 0.00,"8,921",-88,-549,-2141
"3,508,485,304",116.0,116.5,115.0,115.5,-1.00,"10,124",-502,-2160,1444
"2,931,630,694",115.5,116.5,115.0,115.5, 0.00,"11,091",-448,139,-6496
"4,635,824,887",116.0,117.5,115.5,117.0,+1.50,"15,449",-112,306,-1149
"2,452,053,016",117.5,118.0,115.5,116.0,-1.00,"10,014",-229,106,-4268
"2,297,617,623",117.0,117.5,116.0,117.0,+1.00,"9,041",144,-43,488
"2,851,864,300",116.5,117.5,115.5,115.5,-1.50,"12,567",-225,-670,-11636
"3,563,543,230",115.5,115.5,114.0,114.5,-1.00,"14,148",-781,-127,-7685
"6,093,815,955",114.0,115.0,114.0,115.0,+0.50,"14,097",275,-1630,-9064
"5,321,846,933",114.0,115.0,113.0,114.0,-1.00,"18,225",-1036,1124,-14243
"10,956,198,259",113.5,114.0,110.0,110.0,-4.00,"50,449",-3603,-2655,-36029
"10,663,297,859",109.0,110.0,106.5,106.5,-3.50,"44,127",-4288,-1107,-18461
"11,532,548,812",105.5,112.0,105.0,111.0,+4.50,"42,820",-2502,948,-9703
"6,370,532,986",109.0,110.0,108.0,108.0,-3.00,"25,367",-2641,-3572,-13398
"7,516,424,351",107.0,107.0,105.0,105.0,-3.00,"29,286",-3165,-862,-23956
"7,619,053,596",104.0,106.0,103.0,103.5,-1.50,"31,085",-228,762,-25668
"3,977,834,087",105.0,105.5,104.5,105.0,+1.50,"14,878",-331,1168,-6483
"3,872,097,235",106.0,106.0,104.0,104.5,-0.50,"11,298",-851,-193,-6042
"3,720,368,822",104.5,105.5,103.5,105.0,+0.50,"11,899",-733,-123,4508
"1,689,225,640",106.0,107.0,105.5,107.0,+2.00,"8,277",100,733,603
"2,654,340,069",108.0,108.0,107.0,107.0, 0.00,"11,403",-1138,785,245
"2,773,332,766",107.5,108.0,106.0,106.0,-1.00,"9,432",-772,-408,-4900
"2,388,118,802",106.5,107.0,105.0,106.0, 0.00,"8,516",-113,-323,-3017
"2,380,750,855",106.5,107.0,106.0,106.5,+0.50,"7,936",-138,-107,-1967
"4,757,774,867",107.5,109.0,107.0,107.0,+0.50,"15,642",-170,-508,3015
"4,532,907,796",108.5,109.0,107.5,108.0,+1.00,"14,407",177,1084,-7492
"2,897,914,752",108.0,108.0,107.0,108.0, 0.00,"9,339",93,-347,-3271
"3,802,487,637",109.0,110.0,108.0,109.5,+1.50,"13,994",-516,37,3298
"4,469,022,700",111.0,111.0,109.5,110.5,+1.00,"15,169",-183,174,9752
"4,357,759,206",111.5,112.0,110.0,111.5,+1.00,"14,180",-128,-1861,12702
"5,053,980,153",112.0,113.5,111.5,113.0,+1.50,"17,708",-273,3005,14279
"3,242,768,048",112.0,113.0,111.0,112.0,-1.00,"10,512",10,94,1716
"3,449,871,080",112.5,113.0,109.0,109.5,-2.50,"12,510",-4495,-1141,-75
"3,101,492,306",110.0,111.5,109.0,109.5, 0.00,"9,519",-549,-715,-846
"3,307,846,328",111.0,111.5,110.0,111.0,+1.50,"10,170",-136,-305,2364
"2,171,214,762",110.0,111.5,110.0,110.5,-0.50,"7,342",-205,185,-1879
"2,996,616,850",111.5,112.0,110.0,110.0,-0.50,"8,289",-367,-72,1313
"4,736,954,050",113.0,114.0,111.5,111.5,+1.50,"14,368",54,414,4650
"3,727,025,812",112.5,113.0,111.5,112.0,+0.50,"11,383",-195,520,-3555
